Index	Bogennummer	REDE_Namen	Sprache	WS24::Transliteration WS24
ab	10029	Ringhuscheid	1	Wi mär gäster Oawänd rem kumen, du luchen Andern wöll opem Bät oan woaren fäst oam schloafen.
ab	10044	Malberg	1	Als mir gester Ohwend zereck kuhmen, du legen die Ahnern alt am Bähd un wohren fest am schlofen.
ab	1009	Nowy Klukom	1	As wie gistra Owend trüg kema, leega wera de Antra a tho Bädd n wera fast am (bim=bei dem) schlaupa.
ab	1018	Lasko K Choszczna	1	As wie jistra Awend trüg köme, doa leja de Andra all to Bett un were fast am schlopa.
ab	10215	Pantenburg	1	We mä jüster Oawend zröck se kun, doa honn die Anern als am Bätt gelägen on hon fast geschlof.
ab	1023	Golin	1	As wie gistre Awend trüg keeme, de leege de Annere all to Bedd u schleepe.
ab	10230	Beuren	1	Be met jester Owent zreck koamen, do han de annere al all em Bät gelegen un han fast geschlof.
ab	10259	Mörsdorf	1	Bie mai gestar O(l?)went ham kumme sei, hon die annere schun em Bett gelehe un ware fest ehgeschlof.
ab	10275	Badenhard	1	As mir gest'r Owend zerick kame, do lage die Annere schun im Bett un ware am schlofe.
ab	1029	Niekursko	1	As wi gistr Auwund trükg kemo, do lego de ando im Bad ou ...  [nicht zu Ende geschrieben]
ab	10300	Welterod	1	Als m'r keschter Owed serück kohme, lage dej Annern schond ze Bett un wohrn fest ohm Schlafe.
ab	10315	Bleidenstadt	1	Als merr gestern Owend serück komde, do lae die Annere scho(n) ze Bett unn warn fest om schlofe.
ab	10335	Espeler	1	Wie mirr gestern Owend herim komen, da luchen die Anner will zu Bett un woren serm am schlofen.
ab	1035	Stobno	1	As wir gesto Auwont trük kömo, do lego de ando a im Bed u waro fast im schlaupon.
ab	10351	Brandscheid	1	Als mir gäster Ourend züreck koumen, dou lougen die Ahnere schun im Bäd un wouren fäst am schloufen.
ab	10368	Büdesheim	1	Aos mirr gäster aowend zereck koumen, dao laogen de Annern schoun zou Bäät un waoren fast aom schlaofen.
ab	10381	Waldkönigen	1	We mr jester Ôwend zröck kohmen, do lôgen die Anneren ak ôm Bäät on wôren fast em schlôfen.
ab	1050	Krostkowo	1	As wie gisten Aufwen trüg käme, do lege dei Andern all im Bed wern fast am schloup.
ab	10584	Kalenborn	1	Bemer göster Kowend zereck kohmen, do lohgen de annern  schun im Bädd un waren fest am schlofwen.
ab	10601	Gappenach	1	As mer jester Omend sereck kome, do logen de annere schun se Bett on wore fast om schlofe.
ab	10621	Rhens	1	Als mir gester Owend zerök kome, do loge de Annern schun ze Bett on woren fest om schlofe.
ab	10649	Attenhausen	1	Wie mr gestre Owend zereck kome, do loge dei Annern schunt em Bett un worn fest om Schlof.
ab	10663	Heringen	1	Wäi mor gester Owend ham kome, do loge se schon all em Bott un hun schon fest geschlof.
ab	10690	Honsfeld	1	We mer gestern Ovend hennesch komen, do logen die Annern alt  end Bett on woren fast ond schlofen.
ab	10697	Dahlem	1	Als mer gißter Ovend zröck koome, do logen de Annern alt em Bett onn wore faß am schloofe.
ab	10709	Aremberg	1	Als mer gester Afend zeröck komen, da logen de Andern schon em Bett ond waren fest am schlofen.
ab	10736	Hohenleimbach	1	As mr jestr Omend zeröck kame, do lochn die annern at em Bett on wohre faßt engeschlof.
ab	10857	Hatzfeld (Eder)	1	Als mer gestern Owent zereke kome, do loge de annern schon ze Bette un wern feste om schlofe.
ab	10974	Haindorf	1	Be me nächtz abend zöröck kou=me, da lage de Annern schonn im Bett on war´n fest om schlaffe.
ab	110	Rozpedziny	1	Als wi gistre Ofend trüg keme, donn lege de andre schon to Bed on were fast em schlope.
ab	11132	Schwarzwald	1	Äls miâ gestern Obend zerück kammen, do loâken de Â nnern schon ze Bett on woârn fest âm am schlofen.
ab	11149	Wipfra	1	Als mähe gestern offen Nobt(?) hem kumm´n do laken de Ännern schon in Bette onn schluffen feste.
ab	11180	Remda	1	Wie me gestern Ab'nd z´recke kamm, da laken de Ânnern schonne in Bette onn warr´n feste eingeschlafen.
ab	11197	Zeutsch	1	Ols mer gestern Omd zurück komm, do logen die Annern schun ze V´Bette un worn fest om schlofen.
ab	11212	Breitenhain	1	Als mer gestern zerröck komen, da logen de Annern schon ze Bett un wor´n fest an schlofen.
ab	11230	Burkersdorf	1	Als wir gestern Obends zurückkomen, do logen die Aennern schonn zu Bette u. woren fest om Schlofen.
ab	11252	Seelingstädt	1	Als wir gestern Obend zärück kame, da logen die Annern schun zu Bitt und worn fist eingeschlofen.
ab	11262	Seebach	1	Bi mehi gäster Aldeds zrück kammen do lucken de anern schin in Berr un waren fest an schlafen.
ab	1133	Debenke	1	As mie gisten Auwet trüg kömä, dunn legä dei andä akll im Bett, u wärä fast im im schlaup.
ab	1139	Gliszcz	1	As wie gisterauwend trügg kehme, donn lege dai anndä all im Bädd u wehrä fast am schlaupen.
ab	11467	Boilstädt	1	Äls mäh gäster Obend zurük kuhmen, do logen de Ännere schunn ze Bätt un woaren fäst im Schlof.
ab	11485	Ingersleben	1	Als mi gästärn Obbend zereckkuamen, do lakken die Annern schonn im Bätte on warrn fäst am schlofen.
ab	1150	Czarze	1	As wi gestra owend treg keme, do lege de Ande al em Bèd on waere fest emschlapen.
ab	11515	Gutendorf	1	Wimme gester Omd hem kam´n do lakken de Annern schonne i Bette on woll´n schloofe.
ab	11539	Kleinschwabhausen	1	Als mir gestern Ahmnd zerreck kamen, da laken die Annern en Bette on schlufen feste.
ab	11568	Thalbürgel	1	Als mer gestern Obend zurick kamen, da lugen die Annerb schone zu Bett un woren fest am schlofen.
ab	1157	Bielczyny	1	Wie mir geschtert Ownd z´rück komma sinn, do sinn die Andre schon im Bett g´lega unn waret fescht am Schlofa.
ab	11586	Bad Köstritz	1	Wie me gestern Omd hem kom, do logen de Annern schun ze Bette un worn feste an schlofen.
ab	11607	Lumpzig	1	Als m'r gestern Oomt zerick koom, do logen de Annern schin ze Bette un worn feste am schlafen.
ab	1162	Sierakowo	1	As mi gästern zoawes trög keime, doa leige die Andre al öm Bädd o wöre eschloape.
ab	11645	Gleismuthhausen	1	Wall mer gester zü Omd hem kumma senn, do woarn die Oanren scha zu Bett un wann fest am schlafn.
ab	11673	Mitwitz	1	Als wie(ß?)e gschten Abens zurück kumma sin, da lagn die Anorn schonn im Bett u. warn fest am schlofen.
ab	11763	Aub	1	Wie mer nachte zurück kumme sen, do sen die onera scho ins Bett galagn un hom fest gschlafn.
ab	1178	Sokoliniec	1	As wi gistra Owand trüg kema, da lega die(?) Andra a to Bett o wera fest am schlopen.
ab	11805	Seidmannsdorf	1	Wie m'r gestern Omds z'rück kumma sen, do warrn die Annern scha neis Bett und warn fest an schlof´n.
ab	11825	Wallenfels	1	Alsme gesten zomt zerückkumma sin, da wan die Annern schö ze Bett und woan fest am Schloufn.
ab	11844	Neudorf	1	Als mir gestern Amd zerück kumma senn, do-u senn die Annern scho zu Bett galäing und waren fest am schloufm.
ab	11864	Draisendorf	1	Wie mur gestern Åmd zerück kumma, do lång die Annern schon zä Bett und wår´n fest über´n Schlof´n.
ab	11881	Sohl	1	Woima gestern namts zrück komme sen, dan sen die annern scha im Bett gleng .
ab	11896	Sülzdorf	1	Bi merr nachte s' Obnd hemm koeme, doa loga d(e)i Annere scho ens Bett, onn woarn feest onns Shlaffe.
ab	1192	Debsko	1	As wie gistre Auwend trügg keme, do legede Annern a im Bedd (?) were foest eschlaupe.
ab	11927	Bachfeld	1	Wie w'r gästern Amz zurück kama, do logen die Annern schu im Bätt un war´n fäst am schloffen.
ab	1197	Plociczno	1	As mie gestra Auwend trög köme, daue lega die Andra a tau Bäd o were fes am Schlaupen.
ab	1203	Nakielno	1	As wi jista Auwant trüg koma, do leja de Andra schooft(?) im Bett un wera ehschlaupa.
ab	12037	Hildburghausen	1	Als m'r gesterb Abend zurück (hemm) g´kume senn, da hamm die Annern schü im Berr g´lagn un hamm hart un fest g´schlaff´m.
ab	12070	Neuenbau	1	Wie mie gestern z' Omd zurück komme, da lagen die Annern schönten im Bett und woaren fest am schlofen.
ab	1208	Wissulke (Wiesiółka)	1	As wie gistä Auwend trögg kömä, denn legä de Andä a to Bedd u werä fess am schlaupä.
ab	12085	Grumbach	1	Weil m'r gestern za Nacht zarick koma, do log´n de Annern schunn in Bett unn worn fest am schlofen.
ab	12104	Frössen	1	Weï marr gestern Ahmd ham kome, dau war´n de Annern scho ze Bett u. warn fest eigeschlauf´n.
ab	12125	Schwand	1	Als marr gest'nnommst hämm kame, do long di annern scha dinne Bett unn warrn fest im Schlofn.
ab	12148	Kottengrün	1	Weil mer gestern Omst zerück koame, do long die Anern scho ze Bett un warn fest eigeschlofen.
ab	1215	Paruszka	1	As wi gisten Auwnd trüg köhme, daue lege  dei Andä all toh Bett, uh were fast am Schlaupen.
ab	12153	Meiningen	1	Bi mr gestern abend zurückkame, da lage di annere schon im Bett u. warn fest am schlaffe.
ab	12167	Altendambach	1	Wie mir nachtä offön Oböd ehem kamä, da loga die Annärn schua en Betto schliefa feest.
ab	12184	Altenfeld	1	Als wir gester Obend zurück kame, de logen die Annern schön im Bett un hon fest geschloffe.
ab	12341	Rohrbach	1	Als mieh gestern Abnds zureke kuambn, da luakn de Anern scham in Bette un warn feste an schluafen
ab	12371	St. Jacob bei Leutenberg	1	Als mir gestern Ams häm kam, do logen die Annere schunn ze Bette un worn feste eingeschlofen.
ab	12390	Neundorf (bei Schleiz)	1	Als m'r gestern Obnd zum Abend (zom) z'rück kam'n, do lag'n d' Annern schunn z' (im) Bett un war'n fest am schlof'm.
ab	12410	Ebersgrün	1	Wie mer gestern Omht heim kumme sei, lang die Annern schar in Bett und ham fest geschlofen.
ab	12428	Roitzschau/Rotschau	1	Weil merr gestern Ohmst zarickkuma sei, do logn da Annern scha zu Bett unn hamm fest gaschloofn.
ab	12496	Horsdorf	1	Als mie gesten Zamt zerück kuma, da lag'n die Annen scho zu Bett und wa'n fest in Schlaf.
ab	12529	Ködnitz	1	Wie mer gestern zü Hascht ham kumma sen, da lagen die Anern im Bett und ham scho gschlofn.
ab	12556	Kornbach	1	Als mer gestern Zamd zrück kumma sen, do sen die anern scho im Bett gleng und worn fest am schlofn.
ab	12572	Habnith	1	Als wir gestern nachtzans zrückkama, dun sen die Andern scho im Bett gleng u. ham gschlaufm.
ab	12594	Uchenhofen	1	Als mar nechta Obends hemm kumma sen, da lagn dro Anerre schönn im Bett de höm fest g´schlaffen.
ab	12616	Reutersbrunn	1	Wie mir gestern Amd ham kumme sen, wern die anern scho in ihr Bett'r geleng un hebn fest gschlofe.
