Index	Bogennummer	REDE_Namen	Sprache	WS7::Transliteration WS7
ab	10029	Ringhuscheid	1	Hän est Eier ömmer oahnä Salz oah Päfer.
ab	10044	Malberg	1	Hähn eßt de Aier immer ohne Saalz un Päfer.
ab	1009	Nowy Klukom	1	He ett de Egge (e kurz– g=Gaumenlaut) imme auan Sult ı Peipe. (: u in „Sult“ fast wie o)
ab	1018	Lasko K Choszczna	1	He et de Iggi ümme ohn Sult un Pëïpe.
ab	10215	Pantenburg	1	Ä äßt die Eier emmer and Salz un Päfer.
ab	1023	Golin	1	He ett’d Igge imme ohn Sult u Päpe.
ab	10230	Beuren	1	Äh eßt de Eier îmmer ohne Salz un Päafer.
ab	10259	Mörsdorf	1	Äh eßt de Eia immer ohnë Salz und Peffa.
ab	10275	Badenhard	1	E ißt die Aier immer ohne Salz un Peffer.
ab	1029	Niekursko	1	He ett d. Igge ümme auo Sult uo Peipe.
ab	10300	Welterod	1	Er ißt dej Aȷer emmer ohne Salz un Peffer
ab	10315	Bleidenstadt	1	Er ißt die Aijer immer ohne Salz und Peffer.
ab	10335	Espeler	1	Hen ißt d’Eier immer ohne Salz ond Päfer.
ab	1035	Stobno	1	He et de [E?]ke ümme auo. Solt u Peipe.
ab	10351	Brandscheid	1	Hehn eßt die Eier emmer ouhne Saalz un Päfer.
ab	10368	Büdesheim	1	Enn äßt dě Eier immer aohne Saalz ounn Päafer.
ab	10381	Waldkönigen	1	En eßt de Eier emmer ôhne Salz on Päfer.
ab	1050	Krostkowo	1	Hei ett dei [I/T?]je ünnne auhe weh, Sult u Päppe.
ab	10584	Kalenborn	1	Är est de Aier allzeut onne Salz un Pärver.
ab	10601	Gappenach	1	Er eßt de Eier emmer ohne Salz on Päefer.
ab	10621	Rhens	1	E ißt die Aier ömmer u̇hne Salz one Peffer.
ab	10649	Attenhausen	1	E’ ißt die Aia em̅a uhne Salz un Peffa.
ab	10663	Heringen	1	Er ißt die Aier ím͡er [ä?]hne Salz un Päffer.
ab	10690	Honsfeld	1	Henn eßt die Eier lutter ohnen Salz on Päffer.
ab	10697	Dahlem	1	E eß de Eier ohne Salz onn Peffer.
ab	10709	Aremberg	1	Er oß dä Eier emmer ohne Salz ond Päfer.
ab	10736	Hohenleimbach	1	Äh ißt de Eier ömmer ohne Salz on Päfer.
ab	10857	Hatzfeld (Eder)	1	Er eßt de Aier ėmmer ohne Saalz [ů?]e Peffer.
