Index	Bogennummer	REDE_Namen	Sprache	WS5::Transliteration WS5
ab	10029	Ringhuscheid	1	Hän oas virr vir udder sechs Wochen gestoarwän.
ab	10044	Malberg	1	Hähn aß fēr veèr oder sechs W[o?]chen gestoorven.
ab	1009	Nowy Klukom	1	He (kurz) is (fast wie e) vä ve|e ode sös Wocha storwa.
ab	1018	Lasko K Choszczna	1	He is vö vëï odi sechs Wocha storwa.-
ab	10215	Pantenburg	1	Ä aß vor ver oder sechs Wochen gestorwen. 
ab	1023	Golin	1	He is vo véé unne sös Wäke stowe.
ab	10230	Beuren	1	Äh os für ver udder sechs Woche gestorwe.
ab	10259	Mörsdorf	1	Ae es via via orre sechs Woch[a?] gestorwe.
ab	10275	Badenhard	1	E is ver vier orer sechs Wuche gestorw.
ab	1029	Niekursko	1	He is ve vée ude mi sös Weikȷo stowo.
ab	10300	Welterod	1	Er is fer veȷer ouwer seks Wuche geschtorwe
ab	10315	Bleidenstadt	1	Er ist fer vier oder sechs Woche gestorbe.
ab	10335	Espeler	1	Hen es virr vier oder sechs Wochen gestuorwen.
ab	1035	Stobno	1	He is fä fehė|ode sös Weiko stowo.
ab	10351	Brandscheid	1	Hehn iß für funf uder sechs Wochen gestor[wen?] eng am Rand
ab	10368	Büdesheim	1	Enn aos firr fer odder sechs Wochen gestorfen.
ab	10381	Waldkönigen	1	En ôs für vehr oder sechs Woche jestorwen.
ab	1050	Krostkowo	1	Hei iß vo veie ude söß Mäke stuwe
ab	10584	Kalenborn	1	Ä es vir ver Wochen gestorwen.
ab	10601	Gappenach	1	Er es vir ver ower sechs Woche gestorwe.
ab	10621	Rhens	1	E es für ver orer sechs Woche gestor[?] abgerissen
ab	10649	Attenhausen	1	E’ is vär veia o sechs Wuche gestorwe.
ab	10663	Heringen	1	Er is vor väir oder s[?]chs Woche gestorwe.
ab	10690	Honsfeld	1	Henn es vör vier oder sechs Wägen gestorfen.
ab	10697	Dahlem	1	E es für vier oder sechs Wuche gestorve.
ab	10709	Aremberg	1	Er est vor vier oder sechs Wochen gestorben.
ab	10736	Hohenleimbach	1	Äh eß für vier udder sechs Woche gestorwe.
ab	10857	Hatzfeld (Eder)	1	Er es vör vier orer sächs Wochä kestorbe,
ab	10974	Haindorf	1	Ä is vür vier oder säß Woche g’storbe.
ab	110	Rozpedziny	1	He es vör vehe oder seß Wäke gestorwe.
ab	11132	Schwarzwald	1	Â es vär sechs Wochen gestorben.
ab	11149	Wipfra	1	Ae es ver vier odder sechs Wochen gestorm’n.
ab	11180	Remda	1	Âös fär vier odder sechs Wochen gestorb’n.
ab	11197	Zeutsch	1	Ar is ver vier oder sachs Wuchen gestorbm.
ab	11212	Breitenhain	1	Ār is ver vier oder sāchs Wochen gestorm.
ab	11230	Burkersdorf	1	Aer ist vor vîer oder saegs Wuchen kestorben.
ab	11252	Seelingstädt	1	Er ist vor vier oder sachs Wuchen gesturm.
ab	11262	Seebach	1	Er es ver vier oder sechs Wuchen gestorben.
ab	1133	Debenke	1	Hei is fe veiä unes söß Wäkä stuwe
ab	1139	Gliszcz	1	Hai ÿs fa fa[r?]e onnes säß Wäke stuwe.
