Index	Bogennummer	REDE_Namen	Sprache	WS40::Transliteration WS40
ab	10029	Ringhuscheid	1	Ich ſe moat dä Lekden doa hoannen iwerd Wis oand Kuoaren gefahr.
ab	10044	Malberg	1	Eich ſei mat de Laiden da hannen üwer de Wieß ann et Kohr gefahr.
ab	1009	Nowy Klukom	1	Ick be mät da Lüh ga daue hinna öwe de Wääs int Kauan föhet.
ab	1018	Lasko K Choszczna	1	Ick bin met da Lüda do hinna öwa de Wäſa int Koan föht.
ab	10215	Pantenburg	1	Ech ſähn mat dä Leiden üwwer die Wiß and Köhr gefahren.
ab	1023	Golin	1	Ik bü mit de Lüüde dahe hinned öwe't Wääs in't Koon föhet.
ab	10230	Beuren	1	Eich ſeǹ mot de Leut do honnen üwer de Wiß ont Kohr gefahr.
ab	10259	Mörsdorf	1	Ech ſenn met de Le ire henne üwer de Wies int Kòrn gefahr.
ab	10275	Badenhard	1	Ech ſen met de Leit do hine üwer die Wieſ in et Kor gefahr.
ab	1029	Niekursko	1	Ik bü met de Lüro daue hinr euwe d'Weis int Kaur fööt.
ab	10300	Welterod	1	Ich ſenn mett de Läjt da hennen über die Wiß ens Kòrn kefahrn.
ab	10315	Bleidenstadt	1	Ich ſein mitt de Leit do hinne üwer die Wiß ins Kòrn gefahre.
ab	10335	Espeler	1	Ich sen met den Lekten do hĕnnen üwer de Wieß ond Kŭren gefahr'n.
ab	1035	Stobno	1	Ick bün mete Lüdd daur hind euwe die Weiſ fät.
ab	10351	Brandscheid	1	Ich ſenn mat de Leiden dou hannen iwer dieWieſ ant Kôur gefauen.
ab	10368	Büdesheim	1	Ech ſinn maot de̊ Leggen dao haonnen iwer dä Wiß aon et Kåar gefaarren.
ab	10381	Waldkönigen	1	Ech ſe_i môt dä Leuden elôf hônnen üwer de Wiß âm et Ko̅hr gefôrren.
ab	1050	Krostkowo	1	Ik bü mit de Lüde doun hinnen owedi Wäſ is Kon futt.
ab	10584	Kalenborn	1	Ech ſen̊n met den Leuden da hennen üwer de Wis en d Kór gefoar. 
ab	10601	Gappenach	1	Ech ſein met den Leiten do henne üwer de Wieſ und Kůhr gefohren.
ab	10621	Rhens	1	Ech ſein met denne Leut do hinne üwer die Wiſſe en et Korn gefahre.
ab	10649	Attenhausen	1	Ich ſenn met de Läi do henne üwer die Wiß en det Korn gefahrn.
ab	10663	Heringen	1	Ich ſen met de Leut do henne iwer di Wiſſeins Korn gefaahre.
ab	10690	Honsfeld	1	Ich ſe mät de Löckden do hännen öwer de Wies ent K'orn iefahre.
ab	10697	Dahlem	1	Ech ſe mat de Lögg(k)en do hanne öwwer de Wes en et Kor gefahre.
ab	10709	Aremberg	1	Ech ſen mott den Lögg (k) en do honnen üffer dà Wiſſ en's Kor gefahr'n.
ab	10736	Hohenleimbach	1	Ech ſein met den Leůte henne êwer de Wiß en͜ et Ko̅hr gefahre.
ab	10857	Hatzfeld (Eder)	1	Ich ſei met de Leure dr hinne ewer dei Weſſe ihs Korn gefare.
ab	10974	Haindorf	1	Ich bin met den Lüte do henne über de Wieſe in's Korn gefar'n.
ab	110	Rozpedziny	1	Ik ben met de Lüd do hingen ofer de Weſe in Korn fohrt.
ab	11132	Schwarzwald	1	Ich ben met dän Lüthen do hengen öbber de Weaſen ins Korn gefoârn.
ab	11149	Wipfra	1	Ich ben mett dän Lieten do hengne ebber de Weſe ins Korn gefoahrn.
ab	11180	Remda	1	Ich ben met dânn Luiten do hengen eber de Wäſe ins Korn gefah'rn.
ab	11197	Zeutsch	1	I bin met dann Leiten do hing eber de Weſe ins Korn gefahrn.
ab	11212	Breitenhain	1	Ich ben met dān Leuten da häng über dé Wieſe in's Korn gefohrn.
ab	11230	Burkersdorf	1	Ich bin mit den Läden do hinten über die Wieſe in's Korn gefahren.
ab	11252	Seelingstädt	1	Ich bi mit den Leuten do hinten über die Wies ins Kurn gerfohrn.
ab	11262	Seebach	1	Ich bin met n Lütn do hingen über d Weſen in Korn gefahrn.
ab	1133	Debenke	1	Ikſch bü mit de Lüde daue hinen awe dei Weſ e dat Kon feuet.
ab	1139	Gliszcz	1	Irk bj mit dä Lüdä dauä hinnen öwäd Wäſ' itt Kohn feiert.
ab	11467	Boilstädt	1	Ich bän mätt dän Lüthän do hängen äber de Wiäſen in das Korn gefauren.
ab	11485	Ingersleben	1	Ich bän met'n Lihten do hengen äwer d'Wiaſn ins Korn gefoarn.
ab	1150	Czarze	1	Ek ben met de Lüre doe hinge op de Wes ent Koen fot.
ab	11515	Gutendorf	1	Ich ben̄ met' d'n Leiten dort heng'n äwer de Wäaſe ins Korn gefahern.
ab	11539	Kleinschwabhausen	1	Ich ben mätt dān Luiten da hengen äber d'Wäſe in Korn jefahren.
ab	11568	Thalbürgel	1	Ich ben mit den Leiten da hengen über dè Weſe ins Korn gefohrn.
ab	1157	Bielczyny	1	I bin mit de Leut dord hinna über d'Wieſ' ins Korn g'fahra.
ab	11586	Bad Köstritz	1	Ich bin mitn Leiten do hing ibber de Wieſe ins Kurn gefohrn.
ab	11607	Lumpzig	1	Ich bin mit n Leit-n do hengn über de Wese ins Korn gefohrn.
ab	1162	Sierakowo	1	Ich bin mit dr Leut da hinnr über die Wieſe in es Kurn gfahrn.
ab	11645	Gleismuthhausen	1	Ich bin mit den Leutna do hintn über die Wieſe enis Kurn gfahn.
ab	11673	Mitwitz	1	Ich bi mit n Leůtn übe die Wies ins Ko̊n gfahrn.
ab	11763	Aub	1	Ich bin mit die Leut do' hin'r über die Wieſe edes Kurn gforn. 
ab	1178	Sokoliniec	1	Ick bin mit dä Lüga do hinna euwe de Weiſ int Koan föit.
ab	11805	Seidmannsdorf	1	Ich bin mit d'arn Leut'na͗ do hint'n üb'r di Wieſ'n ins Kurn g'fahrn.
ab	11825	Wallenfels	1	Ich bin mit den Leutna dou hintn übe die Wieſn neis Krn gfah'n.
ab	11844	Neudorf	1	E-ih bei-i mit den Leiten do-u hinten e-iber die We-iſen ins Kōrn gefahrn.
ab	11864	Draisendorf	1	Ich bi mit'n Leit'n do hint'n über die Wieſ'n ins Kōrn fåhrn.
ab	11881	Sohl	1	Ich bi mit'n leit'n dau hint'n übr' di wīs is kuorn g'farn.
ab	11896	Sülzdorf	1	Ich bin mit dè dor henne über die Wieſe n'aus Korn g'foarn.
ab	1192	Debsko	1	Ick bin mit de Lüde dauê hinnê euwê die Weiſ fȫêt.
ab	11927	Bachfeld	1	Ich bin met'n Leuten do hinten über die Wieſ' ens' Kurn g'fahrn.
ab	1197	Plociczno	1	Ick bü mit de Lüda doa hinne auwe de Wäs is Kauan föat.
ab	1203	Nakielno	1	Ick bin mett de Lüta dau hina euwe de Weis in dat Kaua föht.
ab	12037	Hildburghausen	1	Ich bin mit'n Leut'n da hint'n üb'r die Wieſ'n ins Korn g'fahr'n.
ab	12070	Neuenbau	1	Ich bin mitn Leutna da hinten über die Wies ins Kurn gefoarn.
ab	1208	Wissulke (Wiesiółka)	1	Ich binn mit dä Lüdä daue hinnä auwe de Weiſ' in't Kauä föt.
ab	12085	Grumbach	1	I bin mit dånn Leiten dahinté über då Wieſ' ins Korn gefohrn.
ab	12104	Frössen	1	E-ich be-i mit den Leit'n da-u e-iber de We-is nei's Korn g'fahrn.
ab	12125	Schwand	1	Ich bin mitt'n Leitn do hintn ibber de Wieſ' neis Korn gefahrn.
ab	12148	Kottengrün	1	Ich bin mit den Leuten do hinten über de Wies enis Ko̠rn gefahrn.
ab	1215	Paruszka	1	Ick büh mit däh Lühdä dauhä hnner ohwä dei Wäh's itt Koh'n feuet.
ab	12153	Meiningen	1	Ich bin mit de Leut da henne über die Wiseins Korn gefåhre.
ab	12167	Altendambach	1	Ich bimn mit dan̄ Leutänä doähenä übör die Wieſä ens Korn göfährn.
ab	12184	Altenfeld	1	Ich bin mit dann Leuten da hintn über der Wiec' ins Karn gefahren.
ab	12341	Rohrbach	1	Iech ben met dan Leutn dua heng über die Wieſe nis Korn gefuarn.
ab	12371	St. Jacob bei Leutenberg	1	Iich (das i ist immer gedehnt) binn mit dän Loiten do hinten eber die Wieſe ins Korn gefohrn.
ab	12390	Neundorf (bei Schleiz)	1	Öich bö͡in mit'n Leit'n öib'r d'Wöiſ ins Korn g'fahrn. 
ab	12410	Ebersgrün	1	Ich bi mit denn Leiten do hinten iber de Wieſ' in's Korn gefohrn.
ab	12428	Roitzschau/Rotschau	1	Ich bieh mittn Leitn dort hintn übr de Wieſ'  überſch Korn gefahrn.
ab	12496	Horsdorf	1	Ich bin mit die Leut dou hint'n übe die Wies'n neḭ's Kou'n g'foahn.
ab	12529	Ködnitz	1	Ich bi mit'n Leut'n dohintn übe die Wieſn nei's Korn gfahrn.
ab	12556	Kornbach	1	Ich bin mitn Leutn do hintn über die Wieſn ins Kurn gfohrn.
ab	12572	Habnith	1	Ich bin mid dean Leut'n dauhintn üba die Wieſ'n ins Korn gfahrn.
ab	12594	Uchenhofen	1	Ich bin dame Leuta dahinten über die Wiese ins Kurn gfahrn.
ab	12616	Reutersbrunn	1	Ich bin mit'n Leuten deart hintn über die Wieſe in's Kuorn gfehrn.
ab	12656	Weismain	1	Ich bin mitn Leutna do hintn neis Kohr gfohrn.
ab	1278	Insko	1	Ik bü̆ mit de Lüda dŏă̆ hinna öwe de Wǟs in't Koā̆n föĭ̆t.
ab	1287	Konotop	1	Ick bü mit dä Lüda daue hinna euwe de Weis int Kauan föitt.
ab	12876	Lohma	1	Ich bin mit dan Leiten do heng übber de Weeseins Korn gefahr'n.
ab	12898	Heiersdorf	1	Ich bin mit dan Leutn dort hing über d'Wieſ dorchs Korn g'fohrn.
ab	12921	Sachsenburg	1	Ich bin mit'n Leut'n ſalt hing üb'r d'Wieſ' in's Koarn g'foahr'n.
ab	12942	Rothenfurth	1	Ich bin mid dann Leuden då hingn ewer de Wieſ' in's Korn g'fåhrn.
ab	1296	Zabin	1	Ick bin mit dä Lüda daue hinna euwed Weiſ' in't Kauahn föhet.
ab	12969	Borlas	1	Ich ben met dan Leuit'n dort hing über de Wieſe in's Korn gefohrn.
ab	13005	Dohna	1	Ich bin mitt'n Leiddè hing'n über de Wiſch ins Korn gefo͡ahr'n.
ab	13019	Porschdorf	1	Ich bin mit däu Leuten da hingen über de Wieſe ins Korn gefahren.
ab	13047	Morgenröthe	1	Ich bi' mit den Leuten do hinten über die Wieſ' ins Kurn gefahrn.
ab	13054	Rittersgrün	1	Ich bie mit dau Leiten do hinten übar dei Wieſ in Korn gefahrn.
ab	1315	Kamien	1	Ik bi mit dä Lüdä dau hinne awer Wäs ir Kon fohet.
bc	13169	Saupersdorf	1	Iich bi mit dann Leiten dahinten über de Wies ins Korn gefahrn.
bc	13187	Kühnheide	1	Ieg (häufiger: ich) bin mitn Leitn do hintn ieber de Wies ins Korn gefahrn.
bc	13210	Himmelmühle	1	Ich bi mitn Leitn do hintn ibär dä Wieſ ins Korn gäfoahrn.
bc	13226	Rübenau	1	Iig bin mitten Leuten do hinten über dä Wies ins Korn gefahrn.
bc	13269	Thurm	1	Ich bi' mit den Leiten da hiün übber die Wieſ' in's Kurn gefahr'n.
bc	13286	Ursprung	1	Iich bieh mit dann Leitn do hintn über die Wieſ ins Karn gefahrn.
bc	133	Sosnowo	1	Ick bü mit de Lüra doaa hinen euwert dei Wiſch it Kon feuet.
bc	13317	Dittmannsdorf	1	Ich bi met'n Leutn do hintn übar d'Wieſ' ens Korn g'fahrn.
bc	13340	Grosshartmannsdorf	1	Ich bi mid dann Leidn dart hin'n üba d'Wies ins Kán gfáhrn.
bc	13355	Reichenau	1	Ich bin mit den Leuten falt hin'n über de Wieſe ins Korn gefohr'n.
bc	13372	Liebenau	1	Ich bi mit d'e Leiten do hingen über de Wieſe in't Korn gefahr'n.
bc	1338	Dzidno	1	Ij bü mit dä Lüdä daue hinen owe dei Weſ it Käun fojt.
bc	13529	Wang-Brückenberg	1	Ich bihn mit da Leita d'hinda iber d'Wieſe eis Kurn gefoarn.
bc	13543	Pisarzowice	1	Iech binn mitta Leuta do hinnda über die Wieſe ei's Korn gefohrn.
bc	13559	Boguszow-Gorce	1	Iech binn mit da Leute do hinga über di Wieſe eis Korn g'foahrn.
bc	13655	Niederleutersdorf/Leutersdorf	1	Ich bi mött'n Loiten do hin über de Wieſe as Korn gefahen.
bc	13678	Rohnau (-)	1	Ihch bieh midd dau Lüten do hinne ieber de Wieſe ås Korn gefoahrn.
bc	13700	Rebiszow	1	Ich binn mit da Leuta do hinda über die Wieſ' ni's Kurn gefohrn.
bc	13719	Siedlecin	1	Ich binn mit a Leuta hinda über de Wieſe eis Kurn gefoarn.
bc	13727	Myslow	1	Ich binn mit da Leuta durt d'r hinga über die Wieſe eis Kurn gefuohrn.
bc	13745	Jugowa	1	Ich bihn miet a Leuta do derhinga über dei Wieſe eis Kuon gefoahrn.
bc	13830	Wlodowice	1	Iech bien met da Leuta drhenda über de Wieſe ei's Korn gefohrn.
bc	13869	Biernacice	1	Ich bi mid a Leuta dirhinda über die Wieſe eis Kurn gefuohrn.
bc	13887	Rzymiany	1	Ich binn mit da Leuten do hinten über die Wieſe eis Korn gefohrn.
bc	13898	Szadurczyce	1	Ich bih mit e Leuten do hingen über de Wieſe ei's Kurn gefahren.
bc	13929	Stoszowice	1	Ich bien mit da Leuta do hinda über die Wieſe ei's Korn gefoahr'n.
bc	13996	Lutomia Gorna	1	Ich biehn mit da Leuta do hinga iber di Wieſe eis Kurn gefoahrn.
bc	14023	Roztocznik	1	Ich bihn mit da Leide do hinga nüber über die Wieſe eis Kurn gefahren.
bc	1403	Dobieszewo	1	Ik bi mit de Lüra dåa hinen äwa dei Wes is Koen föet.
bc	14034	Lipowa	1	Iich binn mit a Leuta do hinga über d'Wieſe eis Kurn gefoahrn.
bc	14074	Michalow	1	Ich bi mit a Loitten do hin über d'Wieſe as Kurn gefoahrn.
bc	14092	Karczow	1	Ich bin mit a Leuten do hinten über die Wieſe ins Kurn gefohren.
bc	14159	Jutrzyna	1	Ich bi mit a Leuten do hingne über d Wieſe eis Kurn gefuhrn.
bc	1417	Rydzewo	1	Ick bü mit däĕ Lüre daĕ hinĕ äuwe dei Wäſe itt Kohn fahet.
bc	14234	Brzoza	1	Ich bien mit da Leuten do hing'n über die Wieſe eis Kurn gefoahr'n.
bc	14250	Jaczkowice	1	Ich bi mit a Leutn do hintn iber die Wieſe ei's Kurn gefohren.
bc	14275	Piastowice	1	Ich bi mit a Leuten hingn über die Wieſe ins Kurn gefahrde.
bc	14305	Bozanow	1	Ich binn mit da Leuta drrhinga über die Wieſe eis Kurn gefuo̱hrn.
bc	1432	Rzepowo	1	Ick bü mit dä Lüda daue hinnae öwe de Weis in Kou föhet.
bc	14321	Rogow Sobocki	1	Ich bin mit a Leuta durt derhinga über di Wieſe ei's Kurn gefoarn.
bc	14382	Wölfelsdorf (Wilkanów)	1	Ech ben met da Leuta do henda ebe die Weſe eis Kan gefahrn.
bc	1442	Lubowo	1	Ick bü mit de Lüde doe hinne öwe't Wäſ in't Koon fäuet.
bc	14449	Thröm (Trebom)	1	Ich ben met a Leitn do heindn ower de Weese nis Kourn gefourn.
bc	14458	Szczytna	1	Ich bien met da Loita do hender üwer d Wieſe eis Korn gefohrn.
bc	14471	Jaszkowa Gorna	1	Ich binn mit da Leita do henda üwer de Wieſe eis Korn gefohrn.
bc	14486	Nadziejow	1	Ich bin mit da Leuta do hinten über die Wieſe int Korn gefahren.
bc	145	Smardzko	1	Ick bü mit de Lüüre doa hinnen euwet Wische it Koon feuet.
bc	14505	Piorunkowice	1	Ich bihn mit a Leuta do hinda über de Wieſa eis Korn gefohrn.
bc	1451	Steinforth (Brodźce)	1	Ijj büa mit dĕ Lüdă doaă hinnăn oawät Wäſ itt' Kŏun föhet.
bc	14537	Bielice	1	Ich ben met a Leita do hinda eber de Weſe ei's Karn gefohrn.
