Index	Bogennummer	REDE_Namen	Sprache	WS6::Transliteration WS6
ab	10029	Ringhuscheid	1	Dat Feier woar zu heeß, d Kuchen sö joa enen ganz verbrannt.
ab	10044	Malberg	1	Daht Feier wohr zu plöhdig, die Kuchen sein enner ganz schwoaz gebrohnt.
ab	1009	Nowy Klukom	1	Dat Fü/e was tho het, de Kokau sin jo unne ganz schwät brannt.
ab	1018	Lasko K Choszczna	1	Dat Fiu was to het, de Koka sin jau unna ganz schwat brannt.
ab	10215	Pantenburg	1	Dat Feier wor se worm, de Kuchen senn innen ganz schworz verbraant.
ab	1023	Golin	1	Dat Füe was to heet, de Kooken sind ja unnen ganz schwat brannd.
ab	10230	Beuren	1	Dat Feuer wor se hähß, de Kooche seu inne janz schworz vrbrannt. 
ab	10259	Mörsdorf	1	Dat Faua wa ze häß, de Koche seu jo ganz schwaz gebrannt.
ab	10275	Badenhard	1	Et Fauer war ze haiß, die Kuche sin jo une ganz schwarz gebrannt.
ab	1029	Niekursko	1	Det Füe we ad heet, de Koko sinn jo unne ganz schwat brannt.
ab	10300	Welterod	1	s Fäjer wor zou has, dej Kuche sen jo unne kanz schworz kebrennd.
ab	10315	Bleidenstadt	1	Deß Feur war se has, die Kuche sinn jo unne ganz schwarz gebrennt.
ab	10335	Espeler	1	Dat Feÿer wor zu warm, die Kuchen sin'n jo innen janz schwarz gebrannt.
ab	1035	Stobno	1	Dat Fü wee at het de Köko sin unne jo ganz schwat brant.
ab	10351	Brandscheid	1	Dat Feuer war zu heeß, die Kouchen senn ja innen gans schwarz gebrand.
ab	10368	Büdesheim	1	Dĕtt FeÏer waor zĕ hees, dĕ Kougen sinn jao innen gaanz schwaoz gebraant.
ab	10381	Waldkönigen	1	Et Feuer wôhr se heeß, de Koche se jô önne janz schwôrz jebrannt.
ab	1050	Krostkowo	1	Dat Fühn wehr thu het, dei Kuchn ist unnen ganz schwat brannt.
ab	10584	Kalenborn	1	Dad Voauer war se haeis, de Ko(?)chhen seun jo innen ganz schwerz gebrand.
ab	10601	Gappenach	1	Dat Fauer wor se haiß, de Koche sein jo unne janz schworz gebrannt.
ab	10621	Rhens	1	Dat Feuer wor ze heiß, de Kochn sein jo onne ganz schworz gebr … (Seite abgerissen)
ab	10649	Attenhausen	1	D's Fäia wor ze hāß, die Kuche senn unne ganz schworz gebrannt.
ab	10663	Heringen	1	Des Fauer wor ze haß, die Kuche sin jo ganz schworz gebrannt.
ab	10690	Honsfeld	1	Det Führ wohr zu heeß, die Kochen senn önne jo janz schwarz verbrannt.
ab	10697	Dahlem	1	Dat Für wor zo heß, de Koche se önne schwarz gebacken.
ab	10709	Aremberg	1	Datt Feuer wor zo heiß, de Kochen sen ganz schwarz gebrannt.
