Index	Bogennummer	REDE_Namen	Sprache	WS15::Transliteration WS15
ab	10029	Ringhuscheid	1	Du has hoakt d'mest gelirt, oan du boas artig gewäst, du doarfs mih früh höm joan wigh die Annär.
ab	10044	Malberg	1	Dau haß heit am meeßten geliehet un baß oadeg geweeß, dau durfs foeher Hehm gohe wie die Aaneren.
ab	1009	Nowy Klukom	1	Du häst hüta am mesta le|eht o bist artig weist, du kaast tiege na Hus gau|a as't Andra.
ab	1018	Lasko K Choszczna	1	Du hest hüta am mesta leht, un bist artig west, du darst ehe no Hus goa, as de Andra.
ab	10215	Pantenburg	1	Dou host mest geliert un woarsch [e?]rtig, dou dorfs freher hem john we die anern.
ab	1023	Golin	1	Du hest hüt am meeste lehet u bist artig west, du dafest tiedge na Hus gahe aß de Annere.
ab	10230	Beuren	1	Dau hast haut am mäste geliert un bos aartig gewäst, dau dorfs freher häm gohn as de annere.
ab	10259	Mörsdorf	1	Dau host haut am meste geliert, dau dorfs och freha ham gin, as die annere.
ab	10275	Badenhard	1	Dau host haut de maïst gelert un bist artig gewest, de derfst früher haïm gehn as die Anere.
ab	1029	Niekursko	1	Du hest hüt am mest[o/r?] leet ou b[ü?]st artig weist, du kast ok ehre no Hus gauo as de ando.
ab	10300	Welterod	1	Du hoscht hajt om meeschte kelährt un bischt ohrtig kewescht, du därfscht frejer no Haus keh als die Annern
ab	10315	Bleidenstadt	1	Du host heit de merscht glarnt un bist ardig gewese, du derfst früher haam gih(n) als die Annern.
ab	10335	Espeler	1	Du hast hekt am meesten geliehrt und bas ārtig gewiëst, du duarfst freher heem john, wie die Anner.
ab	1035	Stobno	1	Du hest hüt am mesto leht u büst fraum weist du kast ehre no Hus gauo as de Ando.
ab	10351	Brandscheid	1	Dou houß heckt am meesten gelert unn baß artig geweß, dou darfs früher nou Haus goun, als die Ahnern
ab	10368	Büdesheim	1	Dou haos hock gout gelead un bas aodig gewäast, dou dorf freer nao Hem goan, aos die Annern.
ab	10381	Waldkönigen	1	Dou hôß hout et mehst jeliert on bôs ardig jewähst, dou durfs fröher hehm jôhn ôs de Anneren.
ab	1050	Krostkowo	1	Du host hüt am weste leht u büst ortch wöst, du döst thiedge na Hus gauhe as dei Ande.
ab	10584	Kalenborn	1	Dou hasd haut det maist gelirt ond best ärtig gewäst, dou dorfs freher no Hoaus gon as de anren.
ab	10601	Gappenach	1	Dau has haut om mäste geliert on bes ertig geweßt, dau derfs freher noh Haus john as de annere.
ab	10621	Rhens	1	Dau host heut demerscht geliert on best orteg gewes, dau dörfst fröher no Haus gihe [a/o?]ls die Annere.
ab	10649	Attenhausen	1	Dou host häit om märschte gelärt un bist ortig gewest, dou derfst freia hamm geh eß die Annern.
ab	10663	Heringen	1	Dou host haut om mehrschte gelihrt, best au ortig gewest, därfst au früier ham gihn wäi die an̄ern.
ab	10690	Honsfeld	1	Du has höck der mest jeliert on bes brav jewest, du dursch fröher no heem john wie die Angeren.
ab	10697	Dahlem	1	Du häs hök et megs gelirt, on bes ardig gewäs, du dusch hök fröher no Hus go, we de Annere.
ab	10709	Aremberg	1	Dou hast höck dat mierst geliert ond bos adig gewes, dou dars fröher nah Hous gohn als de andern.
ab	10736	Hohenleimbach	1	Dau haß heut, et mierscht geliert on beß ardeg gewäßt, dau dörfs fröher hem johe aß die Annere.
ab	10857	Hatzfeld (Eder)	1	Du hest haure, om mäste gelernt un best ortig gewest, du derfst friher no häme geh, als de anern.
ab	10974	Haindorf	1	Du hast hü=et om mönste gelernt, ou bist oartig g'wast, Dou därfst är=ner (fröh=er, früh'=er) häi gäh, als de Annere
ab	110	Rozpedziny	1	Du häst hütte am meiste gelehrt on best ortig west, du kannst früh[er?] na Hus gohne als de andre
ab	11132	Schwarzwald	1	De hast hit am mästen gelârnt, on bist oârtig gewâst, de därfst ihr hem els de Ânnern.
ab	11149	Wipfra	1	Du hast hitte am meesten gelärnt onn best oartig gewäst du därfst iher hem giehe als die Ännern.
ab	11180	Remda	1	Du hast heite am merschten gelärnt, onn best art'g gewâsen, d' därfst ihr hem gih, als de Ânnern.
ab	11197	Zeutsch	1	Du host heute om merschten gelarnt un bist ortg gewasen, du derfst ehre häm gieh ols die Annern.
ab	11212	Breitenhain	1	Du hast haute am mersten gelārnt, un best ortg gewāst. Du dārfst ehre höm gieh, als die Ān̄ern.
ab	11230	Burkersdorf	1	Du hast häte am maerschten gelaernt u. bist ort'g gewaesen, du darfst früher hemgiehe wie de Aennern.
ab	11252	Seelingstädt	1	Du host heut am mesten gelarnt und bist artig gewasen, du därfst früher noch Haus giehn als die Annern.
ab	11262	Seebach	1	Dou hest hütt an mesten gelärnt und bist artig gewaßt, do dörfst früher heim gieh als d Anern.
ab	1133	Debenke	1	Diu hest hüt am mästä läet u bist fraum wäst, diu kast hüt tidge nahius gaue as dei andä.
ab	1139	Gliszcz	1	Du häst hüt am meste leät u bÿst artig wäst du dawst ehrä no Hus ganä as dai anndä.
ab	11467	Boilstädt	1	Du best hitt oaurtig gewäst, du därft frühr noch Hause gieh, äls die Ännern.
ab	11485	Ingersleben	1	Du hast hidde am moisten gelarnt on best guat gewast; du darfst ihr heimgihe wih de annern.
ab	1150	Czarze	1	Du hest hite am meiste leet on best artig west du dafst frige no hus gohne as de ande
ab	11515	Gutendorf	1	Du hast heite amerschten gelärnt onn best art'g gewaßt, du därfst ihr hem giha wie de Annern.
ab	11539	Kleinschwabhausen	1	Du hast heide am märrschten jelārnt on best artig gewāst, du dārfst ieher hehm gieh, als die Ānnern.
ab	11568	Thalbürgel	1	Du hast heute am märschten gelärnt un best ortig gewäsen, du därfst drüher hem gieh als die Annern.
ab	1157	Bielczyny	1	Du hasch heut am mehrschta g'lernt unn bisch artig g'wesa, du d[e/a?]rfsch eher nach Haus geh wie die Andr're.
ab	11586	Bad Köstritz	1	Du host heite im marsten gela[r/e?]nt un bist ortig gewasen, du darst ehre hemgiehe, alslde Annern.
ab	11607	Lumpzig	1	De host heite n meesten gelarnt un bist ortg gewaast, du darfst frier noch Hause gih all de Annern.
ab	1162	Sierakowo	1	Du hest hitte am möste lehet o böst artig weast, du daft eire na Hus goane as dei Ande.
ab	11645	Gleismuthhausen	1	Du host hait am merschtn gä̆larnt un bist oartig gwast, du därfst ähra hem gia wi die An̄ern.
ab	11673	Mitwitz	1	Du host heit am marschten gelernt und bist artig gewesn, du däfst ahra ham gehn wie die A[u/n̆)ern
