Index	Bogennummer	REDE_Namen	Sprache	WS25::Transliteration WS25
ab	10029	Ringhuscheid	1	Das Schni oas di Neit be-i us leiä bliwen, äwäl dä moargen oas hä geschmolz.
ab	10044	Malberg	1	De Schnie aß diß Noächt bei ues leie bliven, ahwer heekt Moorgen aße geschmogt.
ab	1009	Nowy Klukom	1	De Schnee is dis Nacht bie os ligga bläwa, aba hüt Morga is he schmulta.
ab	1018	Lasko K Choszczna	1	De Schnee iß dias Nacht bie os ligga blawn, abi hütä Morja iß he schmolta.
ab	10215	Pantenburg	1	Da Schnie aß dies Noacht bei es leien bliwen, ewer dä Margen aß en geschmollt.
ab	1023	Golin	1	De Schnee iss dies Nacht bi as liggen bläwe, äba hüt Morge is he schmolte.
ab	10230	Beuren	1	Da Schnie os hint beu os leie bliewe, awer de Morge es e geschmolt.
ab	10259	Mörsdorf	1	Deh Schnie is dis Nacht bei us lein bliewe, awer haut Morge es ehr geschmelz.
ab	10275	Badenhard	1	De Schnee es die Nacht bei us leie bliew, awer haut Morge es e geschmolz.
ab	1029	Niekursko	1	D Schnee is dis Nacht bi os liggo bleiwo, ebba hüt Mogo is'e schmultn.
ab	10300	Welterod	1	Dr Schnee is dej Nochd bei us leie bliewn, ower hoijt Morged is e keschmolze.
ab	10315	Bleidenstadt	1	Der Schni is di Naacht bei uns leie gebliwe, awer heit Morjemd is er geschmoulzn.
ab	10335	Espeler	1	De Schnie as des Neit bei us leig'n bliewn, ewer diese Morje es hen geschmolzn.
ab	1035	Stobno	1	De Schnee is dis Nacht bi os likon bleiwo, abä hüt Mego is e veschmolt.
ab	10351	Brandscheid	1	De Schni aß deß Nagd be uns leien gebliwen, aber da morigen is hun geschmolz.
ab	10368	Büdesheim	1	De Schni aos diß Naogt bwi ous leihe bliwe, äwel hak as f'n gemolz.
ab	10381	Waldkönigen	1	De Schnei os diß Noschts be-i ohs le-in bliwe, äwer de Morgen os e gschmolz.
ab	1050	Krostkowo	1	Dei Schnee iß dis Nocht bi us lige läwe, abe hüt Moge iß hei schmulte.
ab	10584	Kalenborn	1	De Schnü es dis Noacht beu os leuen gebliwen, awwer hoaut Morgen is är geschmolz.
ab	10601	Gappenach	1	Der Schnie es dies Noecht bei us leie bliwe, awer heit Morgen es er geschmolz.
ab	10621	Rhens	1	De Schnie es die Nagd bei ons leie bliwe, awer heut Morje esa geschmolz.
ab	10649	Attenhausen	1	Där Schnee ischt dischi Nacht bi isch ligge blibn, abär hitä morgend ischtr gschmolzn.
ab	10663	Heringen	1	Der Schni is die Noacht bei uns leie gebliwe, ower de Morjens is er geschmolze.
ab	10690	Honsfeld	1	Die Schnie is des Naht be us legn bliefen, evel de Morgen es he geschmolzen.
ab	10697	Dahlem	1	Der Schnie es des Nach bi os len blewe, äwwer de Morge es eh geschmolze.
ab	10709	Aremberg	1	Dä Schnie äßt dies Nägt bei os leien bliefen, awer häkt Morgen äs ä geschmolzen.
ab	10736	Hohenleimbach	1	Da Schnie eß döß Nahcht bei ohß leie bliwe, äwer heut Morge eß ä geschmolz.
ab	10857	Hatzfeld (Eder)	1	Der Schni is desse Nocht bei ins leje gebliwen, awer heur Morje issr geschmolzn.
ab	10974	Haindorf	1	Der Schnäh is de Naicht bäi ons lenne gebleewn, aber disse (hüt) Morge isse geschmoalze.
