Index	Bogennummer	REDE_Namen	Sprache	WS9::Transliteration WS9
ab	10029	Ringhuscheid	1	Öch se bei=i där Frau gewäst oan han hirret gesoat, oahn si hat gesoat, si woldet oah hirrer Doachter ät soan.
ab	10044	Malberg	1	Eich sei bei der Frah geweest unn hann et ihr gesat unn sei sot, sei wollt et och ihrer Doochte sohn.
ab	1009	Nowy Klukom	1	Ick be (i u e kurz) bi dä Frug weist o häb't ä sägt (g=j), se seihd, se wot uck (u kurz) ähre Dochte säga.
ab	1018	Lasko K Choszczna	1	Ick bin bie da Fruga wöïst un hebt'r secht, un se secht, se wullt es ähri Dochtr ock säga.
ab	10215	Pantenburg	1	Ech woar bei der Frau un hunert gesoath, un se hätt gesoath se ditt ihrer Dochter et souen.
ab	1023	Golin	1	Jk bü bi de Frugge west u hew ähe seggt, u se sähd, se wutt ok ähre Dochte segge.
ab	10230	Beuren	1	Ech seu beu der Frau gewäst un han et ihr gesort, seu woll et och ihrem Mädchen sorn.
ab	10259	Mörsdorf	1	Ech wa bei de Fra gewes, t un hon et e gesat un se hot gesat, se däret och ere Dochter sa.
ab	10275	Badenhard	1	Ich sen bei der Fra gewest un hon = et = er gesat, un se sat, se wullet ach ehrer Tochter san.
ab	1029	Niekursko	1	Ik bünn bi duo Fruggo weist, ou hebt äh segt, ou se seid, se wud ok eiro [D?]ochte seggo.
ab	10300	Welterod	1	Jch sen bei d'r Fraa kewescht un hons er kesoht un sej soht sej weld's ach ärer Dochder sohn
ab	10315	Bleidenstadt	1	Ich bin bei der Fraa gewese un hun ser gesat, un se sat, se wulls aach ihrer Dochter soa(n)
ab	10335	Espeler	1	Ich sen bei die Frau gewiëst und hete hier et gesat, und sie sat, sie willt irrem Mädchen et och sag'n.
ab	1035	Stobno	1	Ick bün bi dä Fruko weist u hebt ä sägt, u se seid se wöt ok eiro Dogte seko.
ab	10351	Brandscheid	1	Ich senn bei der Frau gewesen un houn et ihr gesout, un se sout, se wolte et och hirrer Dochter soun
ab	10368	Büdesheim	1	Ech sinn beï d'rr Frau gewäst unn haon et 'rr gesaod, 'nn se saod, sĕ wollt ed ouch hirrer Dougder saohn.
