Index	Bogennummer	REDE_Namen	Sprache	WS20::Transliteration WS20
ab	10029	Ringhuscheid	1	Hän dutt äsu, als hätten ∫ie hän für zu Drä∫chen be∫talt, sie hanet selwär gemat.
ab	10044	Malberg	1	Hahn daht aß hätte ∫e hahe zum Drä∫chen be∫tahlt, se hohe et ähwer selwer gedohn.
ab	1009	Nowy Klukom	1	He deid so as hadda ∫e emm thumm Drö∫cha be∫tellt; se häbben'd abn sülwst daua.
ab	1018	Lasko K Choszczna	1	He dät so, as had ∫e em tum Dö∫che be∫tellt, se hebbent abi selfst doa.
ab	10215	Pantenburg	1	Ä däht ä sou, als hädden ∫en zum Draa∫chen be∫tahlt, se hunt ewer selwer gedouhn.
ab	1023	Golin	1	He det so, aß haddé ∫e em tom Dö∫chen be∫tellt; se hewwet abe sülwe dehn.
ab	10230	Beuren	1	Äh hot sech ge∫tallt as wenn ∫eu en fer ∫e drä∫che be∫tallt hädden, seu han et awer salwes gedohn.
ab	10259	Mörsdorf	1	Äh hot su gethon aß haren∫e in zom Dre∫che be∫tallt, so honet awa selwa getho.
ab	10275	Badenhard	1	E dhot so as häre ∫e´n zem Dre∫ch be∫tellt; se hon-et awer selwer gedhon.
ab	1029	Niekursko	1	He deit so as heddns em tum Dö∫chen be∫tjallt, se hebbod ebbe aleo dauo.
ab	10300	Welterod	1	Er dad su als here ´∫en zum Dre∫che be∫chtelld, ower sej honns sellwerd kedoh.
ab	10315	Bleidenstadt	1	Er daht so, als härren ∫e ihn zum Dre∫che be∫tellt; se huns awer selbst geduh(n).
ab	10335	Espeler	1	En duatt so, als hätten ∫e hen zum Dre∫che be∫tallt; sie hene et ewer sellwer gedur.
ab	1035	Stobno	1	He deid so as wenn ∫e en tum Dö∫chon be∫tialt, se habot ebe sgöwont daud.
ab	10351	Brandscheid	1	Hen daut su, als hätten ∫e hen zum Drä∫chen be∫talt, se houn et äver selber gedoun.
ab	10368	Büdesheim	1	Häïn doud e sou, aos häiten ∫ei ´nn z´m Drei∫chen be∫talt, seï haaten et äwel selwer gedaohn.
ab	10381	Waldkönigen	1	En doht esu, os hätten ∫e en für ∫e drä∫chen be∫tahlt; se hônn et äver selwer jedôhn.
ab	1050	Krostkowo	1	Hei deht so, as hät ∫ei en tum Do∫chen be∫tellt, soi hebe abe(?) sülfst daue.
ab	10584	Kalenborn	1	Är dod su, as hädden ∫e inn zom Drä∫ch∫chen be∫talld; seu hannet ewwer selwer gedohn.
ab	10601	Gappenach	1	Er doht es su, as hätten ∫e ihn zom Dre∫che be∫talt, se han et awer selewer gedohn.
ab	10621	Rhens	1	E dore su, als härren ∫en zom Drö∫che be∫tallt; se honn et ower selwer gedon.
ab	10649	Attenhausen	1	E' dout su, als herre ∫en zoum Dre∫che be∫tallt; se honns ower selwer gedao.
ab	10663	Heringen	1	Er doad sa, als härre ∫e´n zom Dre∫che be∫tellt, se hon's awer selbert gedoan.
ab	10690	Honsfeld	1	Hen däht su, es hätten ∫e hen zum Drei∫chen be∫talt, se han et evel selver gedohn.
ab	10697	Dahlem	1	Henn dot esu, es wann e Drei∫chen komme ∫oll, se hatten et äver selver gedoon.
ab	10709	Aremberg	1	Er that a so, als hätten ∫ä ehn zum Dre∫chen be∫tellt; se han et effel selfer gedohn.
ab	10736	Hohenleimbach	1	Äh doht e-su aß hätten ∫´en zom Drä∫che be∫talt; s'e han et awer selwer gedohn.
ab	10857	Hatzfeld (Eder)	1	Er dot so als härre ∫en zum Drä∫che be∫tahlt, se he es awer selber geto.
ab	10974	Haindorf	1	Äh daht so, als hätten ∫ö ün zum Drä∫che be∫tahlt; sö honns aber säl-werscht gedohnt.
ab	110	Rozpedziny	1	He ded so, als haddes em tum Dre∫che be∫tellt; se häbbet ober allen dohne.
ab	11132	Schwarzwald	1	A thoât suâ, els hätten ∫e ehn zum Dre∫chen be∫tâllt; se han es abber selber gethon.
ab	11149	Wipfra	1	Ae titt sue als hätten ∫e äen zu dn Drä∫chen be∫taellt; se honns aber sälber gethon.
ab	11180	Remda	1	Â tat su, als hätten ∫´n zum Dra∫chen be∫tellt; s'huns abber sâlber gethom.
ab	11197	Zeutsch	1	Ar thot su, ols hätten ∫en zum Dra∫chen be∫chtellt, se huns ober salber gethon.
ab	11212	Breitenhain	1	Ar that sue, als hätten ∫en zon Drä∫chen be∫tallt, se hobms ober salber gethon.
ab	11230	Burkersdorf	1	Aer thot su, als hätten ∫ie ihn zum Dra∫chen be∫tallt; s'hobens ober saelbst gethon.
ab	11252	Seelingstädt	1	Ar thot su, als hätte ∫e ihn zum Dra∫chen be∫tillt; sie han es aber selbst getha.
ab	11262	Seebach	1	Er that suhe als hätten ∫ö öhn zum Dre∫chen be∫talt sö hons aber selbe gethon.
ab	1133	Debenke	1	Hei dät so as hade ∫ei em tem Dö∫cha be∫tellt, sei hebä dat abä sülwest dauä.
ab	1139	Gliszcz	1	Hai deed sou a∫ hadde ∫ai äm tumm Dö∫chen be∫tellt sai häbbe dat abbn sÿlwst daun.
ab	11467	Boilstädt	1	Är thoht suh, äls hätt ∫e ehn zom Drä∫chen be∫tällt, seh hann es äber sülbst gethon.
ab	11485	Ingersleben	1	A dad sua, als had´n ∫´n zom Drä∫chen be∫tallt; se hons awer salber gedon.
ab	1150	Czarze	1	He ded so as had he em tum Dreschen bestellt se hebet abe selwst done.
ab	11515	Gutendorf	1	A thatt su als hätt´n ∫´n zum Dra∫chen be∫tallt
ab	11539	Kleinschwabhausen	1	A' that su, als hätt´n ∫´n zon Dra∫chen be∫chtellt; se hun's aber salber jethan.
ab	11568	Thalbürgel	1	Er that su, als hätt´n ∫en zum Drä∫chen be∫tellt; se hun es ober sälber gethan.
ab	1157	Bielczyny	1	Er thut so, als hättet ∫e ihn zum Dre∫chen be∫tellt; sie henn's aber selber tho.
ab	11586	Bad Köstritz	1	Ar thot su, all hätten ∫n zn Dra∫chen be∫tallt, se huns ober salber gemocht.
ab	11607	Lumpzig	1	A thut su, als hett´n s´n zn draschen bestallt; se huns ab'r salber g'thon.
ab	1162	Sierakowo	1	Hei döth so, as hadde ∫en tom der∫chen be∫tellt; sei hebbet abbe sölwe doahne.
ab	11645	Gleismuthhausen	1	Ar hot sua getan, äs wi∫n zum Dra∫chn b∫chtellt hettn; sie hams aber salber getan.
ab	11673	Mitwitz	1	Er thut su, als hättn ∫e na zen Dri∫chen bi∫tèllt; sie ham's ober seelber getha.
ab	11763	Aub	1	Ar hot so gatoe äß ben ∫a man zum Drö∫chen be∫tallt hättn; sie höms aber selbst gatòn.
ab	1178	Sokoliniec	1	He deit so, as haddens em toin Drö∫chen be∫tellt; se häwent öbbe selbst doa.
ab	11805	Seidmannsdorf	1	Er hot su'a g'tha, als hett'n sie nà zum Dra∫ch´n b´∫tellt; sie hams ow'r salber g'tha.
ab	11825	Wallenfels	1	Ä ho sue getho, als hiet´n ∫ie na zen Dre∫ch´n be∫tellt, sie hobm's obe selbe getho.
ab	11844	Neudorf	1	Er tutt su, als hettn ∫a e-ihn zen Dre∫chen b∫tellt; se-i ham's ober selber getho.
ab	11864	Draisendorf	1	Er that so als hatt´n ∫´en zan Dre∫ch´n b´∫chtellt, sie hams ober sèlber gathon.
ab	11881	Sohl	1	Er tout sua, als häitt´ns´n zn bschtellt, si hanns ob'r selb'r tua.
ab	11896	Sülzdorf	1	Ha thoat so, ´s hätte ∫e ühne zum Dre∫che b´∫chtellt, sie hon's obe selbr gethoan.
ab	1192	Debsko	1	He deid so, as häddes em tum Dö∫chen be∫tellt, se habbet öwe allean daun.
ab	11927	Bachfeld	1	Är that su, als hätt´n ∫e ihn zum Drä∫chen be∫tällt; sie ha'm s ober sälber gethon.
ab	1197	Plociczno	1	Ha deihd so, as hade ∫e em tum Dö∫chen be∫tellt, sè häbba et obaht söllwest daua.
ab	1203	Nakielno	1	He deid so, as had ∫e en tumm Dö∫cha be∫tellt, se häba dat öbba selbst dauhan.
ab	12037	Hildburghausen	1	Ar tutt so, als hett´n ∫e ne zum Drö∫ch´n b´∫tellt; sie hamms ab'r salb'r g'than.
ab	12070	Neuenbau	1	Er tot ä suh, als hetten ∫e na zum Dra∫chen be∫tellt; sie hamms otter salber(?) gethan.
ab	1208	Wissulke (Wiesiółka)	1	Hé deid so, as haddä ∫´ em tum Dö∫chä be∫tellt; se hebbä't ebbe söllwest dauä.
ab	12085	Grumbach	1	Ar thot su, als hätt´n ∫a ihn zum Dre∫chen be∫tellt; sa hamms aber sälber gethann.
ab	12104	Frössen	1	Arr hott su getho, we-i wenn ∫e ´ne zen Dre∫chen be∫tellt hetten; se hamms ober selber gethoh.
ab	12125	Schwand	1	Err thutt sue, ols hettn ∫n zäm Drä∫chen be∫tellt; se hamms ober salber getha.
ab	12148	Kottengrün	1	Er thoat esu, ols hättn ∫n zum Dre∫chen be∫tellt, se hobms aber selberscht gethoa.
ab	1215	Paruszka	1	Hei deht so, a∫' hebbes ∫ei emm tumm Dö∫chen bi∫tellt; sei hebbe datt abe sülwst daue.
ab	12153	Meiningen	1	r that so as hättensen zon Dräsche bestellt, se hanns abr sälber getonn.
ab	12167	Altendambach	1	Är tohnt es hättä ∫önn zum Dre∫che bö∫tellt; sie huns selber gethue.
ab	12184	Altenfeld	1	Er thot su, als hätten ∫e ihn zum Dre∫cha be∫tellt; so hons ober sälber gethon.
ab	12341	Rohrbach	1	A thate suo, als hättn ∫e ihn zon Dra∫chn be∫tellt; se hons aber salber gethuan.
ab	12371	St. Jacob bei Leutenberg	1	r that 'n su, als hätten ∫´n zun Drä∫chen be∫tellt, se hun's ober sälber gethon.
ab	12390	Neundorf (bei Schleiz)	1	Eär dat su, als hätt´n ∫´n z´n Dra∫ch´n b´∫chtellt; s' hams ober seälb'r g'dan.
ab	12410	Ebersgrün	1	Ar hat gerod getha, wie wenn ∫ie ne zum Dre∫chen be∫tellt hätten; se hams aber selber getha.
ab	12428	Roitzschau/Rotschau	1	Ar hot asua getha, als wenn∫ena zum Dra∫chn be∫tellt hättn; s hobns obr salbr getha.
ab	12496	Horsdorf	1	È that sua, als heit´n sie ihn zen Dresch´n bestellt; sie hams obe selber gethan.
ab	12529	Ködnitz	1	H Er hot su getho als wennr ∫a ihn zähn Dra∫chen  b∫tellt häten, sie hom's ower salber getho.
ab	12556	Kornbach	1	Er hot su gathon, als wenns ihn zan Dre∫ch´n be∫tellt hättn; sie ham's aber selber gathon.
ab	12572	Habnith	1	Er thout sua, als häin ∫ie ihn zan Dre∫ch´n b∫chtellt; sie habms oba selba thau.
ab	12594	Uchenhofen	1	Ar that soa es wenn ∫´n zum Drö∫che b∫tellt; sie höms ober salbe n gethan.
ab	12616	Reutersbrunn	1	Ar thut soa, als hain ∫ien zum Dre∫cha ba∫tellt; sie hab'ns aber salbr gatha.
ab	12656	Weismain	1	Ä hot su getho als wöllt ä mi zenn Dreschn b'schtelln; sie höm abär ihr Erbet selber getho.
ab	1278	Insko	1	Hee deed so, as hadda se en tum döschan bestellt; se hewwa't awwe sülwe doaa.
ab	1287	Konotop	1	He deid so, as hadda ∫e em tumm Dö∫cha be∫tellt; se hebbend awe söllwa daua.
ab	12876	Lohma	1	Ar thot su, all hätten s´n z´n Draschen beschtallt, se hun's abber salber gethon.
ab	12898	Heiersdorf	1	Ar thaot so, aols hättn ∫e ihn zen Dra∫chen be∫tellt; se haoms aober salber gmacht.
ab	12921	Sachsenburg	1	A thoat so, alz hätt´n (sa) ∫´n zun Dra∫ch´n be∫tallt; sa honn's ober salber g'thon.
ab	12942	Rothenfurth	1	H'ar daod só, aols häddn s'n zum Dra∫chen be∫chdalld, se haon's aober salber g'daon.
ab	1296	Zabin	1	He deid so as hadda ∫e emm tum Dö∫chan be∫tellt, se hebbat öbbe selwa do?uha.
ab	12969	Borlas	1	A thatt su olls hätt'n ∫e ihn zum Dra∫ch'n beschtallt, se hams aber selbst gethon.
ab	13005	Dohna	1	Ahr thoat suh als hätt´n ∫´n zum Dre∫chen be∫tellt, se honn's aber salber gethan.
ab	13019	Porschdorf	1	Er that so, als hätten ∫e ihn zum Drä∫chen be∫tällt; se hams aber salber gethan.
